       -0.60,        0.06,        0.00

       -0.60,        0.06,        0.00

       -0.60,        0.06,        0.00

       -0.60,        0.06,        0.00

       -0.60,        0.06,        0.00

       -0.60,        0.06,        0.00

       -0.60,        0.06,        0.00

       -0.60,        0.06,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.07,        0.00

       -0.60,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.08,        0.00

       -0.59,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.58,        0.09,        0.00

       -0.57,        0.09,        0.00

       -0.57,        0.09,        0.00

       -0.57,        0.09,        0.00

       -0.57,        0.09,        0.00

       -0.57,        0.09,        0.00

       -0.57,        0.09,        0.00

       -0.57,        0.09,        0.00

       -0.57,        0.09,        0.00

       -0.57,        0.09,        0.00

       -0.57,        0.10,        0.00

       -0.56,        0.10,        0.00

       -0.56,        0.10,        0.00

       -0.56,        0.10,        0.00

       -0.56,        0.10,        0.00

       -0.56,        0.10,        0.00

       -0.56,        0.10,        0.00

       -0.56,        0.10,        0.00

       -0.56,        0.10,        0.00

       -0.56,        0.10,        0.00

       -0.55,        0.10,        0.00

       -0.55,        0.10,        0.00

       -0.55,        0.10,        0.00

       -0.55,        0.10,        0.00

       -0.55,        0.10,        0.00

       -0.55,        0.10,        0.00

       -0.55,        0.10,        0.00

       -0.55,        0.10,        0.00

       -0.54,        0.10,        0.00

       -0.54,        0.10,        0.00

       -0.54,        0.10,        0.00

       -0.54,        0.10,        0.00

       -0.54,        0.10,        0.00

       -0.54,        0.10,        0.00

       -0.54,        0.10,        0.00

       -0.54,        0.10,        0.00

       -0.53,        0.10,        0.00

       -0.53,        0.10,        0.00

       -0.53,        0.10,        0.00

       -0.53,        0.10,        0.00

       -0.53,        0.10,        0.00

       -0.53,        0.10,        0.00

       -0.53,        0.10,        0.00

       -0.52,        0.10,        0.00

       -0.52,        0.10,        0.00

       -0.52,        0.10,        0.00

       -0.52,        0.10,        0.00

       -0.52,        0.10,        0.00

       -0.52,        0.10,        0.00

       -0.52,        0.10,        0.00

       -0.51,        0.10,        0.00

       -0.51,        0.10,        0.00

       -0.51,        0.10,        0.00

       -0.51,        0.10,        0.00

       -0.51,        0.10,        0.00

       -0.51,        0.10,        0.00

       -0.51,        0.10,        0.00

       -0.50,        0.10,        0.00

       -0.50,        0.10,        0.00

       -0.50,        0.10,        0.00

       -0.50,        0.10,        0.00

       -0.50,        0.10,        0.00

       -0.50,        0.10,        0.00

       -0.49,        0.10,        0.00

       -0.49,        0.10,        0.00

       -0.49,        0.10,        0.00

       -0.49,        0.10,        0.00

       -0.49,        0.10,        0.00

       -0.49,        0.09,        0.00

       -0.48,        0.09,        0.00

       -0.48,        0.09,        0.00

       -0.48,        0.09,        0.00

       -0.48,        0.09,        0.00

       -0.48,        0.09,        0.00

       -0.48,        0.09,        0.00

       -0.48,        0.09,        0.00

       -0.47,        0.09,        0.00

       -0.47,        0.09,        0.00

       -0.47,        0.09,        0.00

       -0.47,        0.09,        0.00

       -0.47,        0.09,        0.00

       -0.47,        0.09,        0.00

       -0.46,        0.09,        0.00

       -0.46,        0.09,        0.00

       -0.46,        0.09,        0.00

       -0.46,        0.09,        0.00

       -0.46,        0.08,        0.00

       -0.46,        0.08,        0.00

       -0.45,        0.08,        0.00

       -0.45,        0.08,        0.00

       -0.45,        0.08,        0.00

       -0.45,        0.08,        0.00

       -0.45,        0.08,        0.00

       -0.45,        0.08,        0.00

       -0.44,        0.08,        0.00

       -0.44,        0.08,        0.00

       -0.44,        0.08,        0.00

       -0.44,        0.08,        0.00

       -0.44,        0.08,        0.00

       -0.44,        0.07,        0.00

       -0.43,        0.07,        0.00

       -0.43,        0.07,        0.00

       -0.43,        0.07,        0.00

       -0.43,        0.07,        0.00

       -0.43,        0.07,        0.00

       -0.43,        0.07,        0.00

       -0.42,        0.07,        0.00

       -0.42,        0.07,        0.00

       -0.42,        0.07,        0.00

       -0.42,        0.07,        0.00

       -0.42,        0.06,        0.00

       -0.42,        0.06,        0.00

       -0.41,        0.06,        0.00

