     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000,     1.00000

     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966,     0.99966

     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866,     0.99866

     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698,     0.99698

     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463,     0.99463

     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162,     0.99162

     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795,     0.98795

